"Train Accuracy = 71.9999969006"
"Loss = 0.650695"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"TonicTherapy","Remedial,Pregnancy and Digestive Massage Therapist, Nutrition Advisor Nottingham. Member of NAMMT. #tagtribes","Sauerkraut, eggs and cottage cheese for breakfast #organic with ground flax seeds. #tonictherapy_ https://t.co/s066Xq540g","89C9FA","0","1","1","True"
"taylorkaps","Snapchat/IG: @taylorkaps","When you mad at bae and you hit him with the _ emoji","ABB8C2","FFFFFF","1","1","True"
"sadieek","","Not a second choice and definitely not going to sit around while you make your choice___","CC3366","DBE9ED","1","1","True"
"malhaack","UI & UX Designer at http://t.co/uE3Eq5cCpx in Chicago || Ohio University graduate","packing method: 1) survey the room and things to pack. 2) curl up in blanket and nap.","3333CC","FFFFFF","1","1","True"
"pvalente","Padre, Marito, Medico. dice la Weil la bellezza  larmonia del caso e del bene.","Without peace ""@Jerusalem_Post: Big quake in Afghanistan and Pakistan kills over 200 https://t.co/8MLGjgPDtR #BreakingNews""","0000FF","FFFFFF","0","1","False"
"__lizzyyy","snapchat: lizzyyfbabyy IG: _.lizzy #BSU17","My thing is son you probably don't have your own everything and you probably have a good job w no bills","0099CC","FFF8AD","1","1","True"
"ericjcarvalho","Video games nerd + food hound! Co-host @ GameBlock podcast. Say hi! https://t.co/psWfh4IPgx","@MitchyD that is one radical looking costume! Nice shader too! Great to see a festive, fun and silly event from @Bungie","0084B4","C0DEED","0","1","False"
"whiffmybiff","Tangled up in Bromean Knots.","Legit Bobby Flay idea: Go to restaurants owned by amateur chefs, and challenge them, unsolicited, to a cook-off he practices ahead of time.","FF3300","86A4A6","0","1","False"
"_IreneMalik","I am Greek Directioner, Zquad and Mixer *:*  
I hope one member of One Direction or Little Mix or Zayn Malik follow me","I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/ggvi3eJbzu and Vote for your favorite!  #AMAs #OneDirection","0084B4","C0DEED","1","1","True"
"182Joanna","","Alfie can now play the Xbox in his bedroom! Peace at last and my bed back _ https://t.co/os9kiUkEnR","0084B4","A8C7F7","1","1","True"
"mason_wallace31","snapchat: mw_19","I want to ride down a dirt road, and look to my right and see my world in my front seat!","0084B4","C0DEED","0","1","False"
"sarahh_hamilton","Scsu 17' | __","@FrankAmbrosio it was complete bullshit. I watched it last night and am still so upset__","0084B4","C0DEED","1","1","True"
"grunthumb","Winging it through this crazy life
#p2bf8weekchallenge","@AshNordman keeping focused on our goals! @Mel_Mo4 &amp; me traveling for work and ALL PREPPED! #p2bf8weekchallenge https://t.co/50mviqHzW8","2CCFA6","829D5E","1","1","True"
"BaggaleyAnne","","NEW Guide to the Pianist's Repertoire, Third Edition by Maurice Hinson Hardcover https://t.co/z3oQEOBphE https://t.co/Txs9KUZLIz","0084B4","C0DEED","1","1","True"
"katelynvinh","","The good thing about the quarter system? It goes by pretty quickly. 
The bad thing about the quarter system? IT GOES BY TOO QUICKLY.","F5ABB5","0","1","1","True"
"_regenboogvlies","I have never let my schooling interfere with my education. Writing: http://t.co/cKmibi6nmJ http://t.co/tIXd93tqfv","@martynapluta really? Well I eat them daily when I feel ill because I hope all the vitamins and ""fat"" makes me healthy again, thanks!","9C7C7C","4B0202","1","1","True"
"amberbrown97","im 18 :D i follow back if not tweet me :) x follow me on instagram amberdaley97 x","@Jimmy_Yeaman were you jealous or something ;) ruining the picture ;) jk https://t.co/3LNr5mWNpN","0099B9","5ED4DC","1","1","True"
"DiddydotDytor","Aspiring zookeeper/farmhand/alpaca owner; who watches far too much youtube","@KalelKitten my top 3:
1. Lion king
2. Lilo and stitch
3. Peter pan 
Honorary mention: The jungle book","0084B4","C0DEED","1","1","True"
"SineadFresh","","#FRESHBEATS Drake's ""Hotline Bling"" misses the #1 spot on Billboard, and it's probably Apple's fault

https://t.co/ko12iVl28b _","0084B4","C0DEED","1","1","True"
"leahluvslana","  _ scrett isey ~ IX.III.MMIV  et  y d e de i e  ","@haleynb bc i really can't handle a bunch of needles and perverted shit that happened in the 1st episode. i just need a good story line _","0084B4","C0DEED","1","1","True"
"heterodoxgeek","Finding interesting shit on the internet while high.
I am also a wizzard","Build a Transforming Workbench, Desk, and Storage Unit: If you dont have a lot of space, you need to make cre... https://t.co/shObaWC3o9","4A913C","0","1","1","True"
"JuliaScott6","CHS // senior // I wear st_ssy","OH MY GOD I JUST REALIZED GLENNS FIRST AND LAST WORDS TO RICK WERE HIM CALLING RICK A DUMBASS OVER A WALKIE TALKIE. I CANT DO THIS IM DEAD.","0084B4","C0DEED","1","1","True"
"floricelgnzlz","19  Radiate positive vibes ","When you've been an air conditioned room for over two hours and you're freezing your ass off and you finally step outside and defrost _","0084B4","C0DEED","1","1","True"
"jamess_nesbitt","Designer","These 6 apps are free and are amazing... https://t.co/zjvuFe2NGw https://t.co/pYr8S9gDcV","0084B4","C0DEED","0","1","False"
"sonalichopra64","I love forever gauahar nd kushalRockstar rply me 9 tyms,1 tym rt nd Gauahar rply 3 tyms nd 3 tym rt..nd i meet the most wonderfull Gauahar Khan #Delhi #India","16 people followed me and 3 people unfollowed me // automatically checked by https://t.co/50w6WDmBvt","0084B4","C0DEED","1","1","True"
"RobertWatt52","Advertising man/photographer/camera tips/lover of classic wooden boats/trader of anything photographic","Funny,fast shutter speed and flash needed https://t.co/rlIIbX5Tqe","4A913C","FFFFFF","0","1","False"
"cskolnick1","I am a California Real Estate Broker with over 31 years experience. I am a certified trainer for The One Thing, authored by Gary Keller and Jay Papasan.","Are you ready for the simple truth behind Extraordinary results?  Register today! https://t.co/g15IETGehQ","0084B4","C0DEED","1","1","True"
"seducemymind","let 'em see your fangz.","@RichardJixon you, sir, have upset the pfeif gods by not replying to my text. now im going to the nun plan again.","0084B4","C0DEED","1","1","True"
"NOidaProtested","The last enemies that shall be destroyed are the bodyguards x coca-cola keeps me going PLEASE RT https://t.co/ydS56GqcLp","You can change the color of my fan art to match your hair @Michael5SOS @5SOS https://t.co/Z6jIAE0uED #5sosfanart","0084B4","C0DEED","0","1","False"
"LowkeyRoxanna","ig: lowkey_roxanna","btw don't get too excited and try to put on your EDC waistbands on when it comes in the mail...it won't come off __ #advice","9999","FFFFFF","1","0","False"
"maxxkrakoa","VP of Development at Unsilo, Aarhus, Denmark, open source enthusiast, Fedora user, comic book reader, father of two.","Looks like @firefox support for Push Messages will be in the next release (42). Cool stuff. PushMessageData in 44. https://t.co/YEpUQ2AjFS","9266CC","0","0","1","False"
"ToddGJoseph","19 | Digi-Destined | Self proclaimed Writer | God's Child | #FaithAndScience | #Team767 | John 3: 16 |
Shots/Snapchat/Instagram: toddgjoseph","""All for each and each for all""","3B94D9","EEEEEE","0","1","False"
"InternHarleen","I'm just a professional psychology intern working at Arkham Asylum. At least I was until I started hearing another voice in my head {{18+RP|Split personality}}","|| The Jester and The Scarecrow. I can't lie. I ship it. || https://t.co/p44xxOSCA3","0084B4","C0DEED","1","1","True"
"mattfink8","Penn State Grad - Architect - Designer","@NorthJerseybrk this is just poor. All afternoon cops were trying to keep the photographers away from the kids but you had to sneak one in","1F98C7","0","0","1","False"
"owlcity_ITBot","Intelligent Twitter Bot that tweets with the personality of @owlcity. Tweet me, I'll reply. Status & more: @ITBot_Central.","But when I get married and I scream as I shove another slice of cake into my mouth.","0084B4","C0DEED","0","1","False"
